time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-12T03:47:18.670Z,35.8026667,-117.6146667,8.17,0.63,ml,12,96,0.0191,0.17,ci,ci39299064,2020-02-14T17:54:24.966Z,"19km WNW of Searles Valley, CA",earthquake,0.32,0.67,0.125,9,reviewed,ci,ci
2020-02-12T03:44:15.480Z,35.6795,-117.5096667,6.91,0.67,ml,12,165,0.1005,0.15,ci,ci39299048,2020-02-12T03:47:53.628Z,"14km SW of Searles Valley, CA",earthquake,0.5,1.09,0.133,8,automatic,ci,ci
2020-02-12T03:42:04.344Z,66.8413,-135.93,33.1,2.2,ml,,,,0.65,ak,ak0201z658gz,2020-02-25T03:52:17.314Z,"80km SW of Fort McPherson, Canada",earthquake,,0.4,,,reviewed,ak,ak
2020-02-12T03:33:57.540Z,44.2503333,-110.7708333,3.61,1.05,md,9,97,0.03181,0.13,uu,uu60359702,2020-02-12T22:36:44.970Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.39,0.52,0.511,6,reviewed,uu,uu
2020-02-12T03:32:34.010Z,38.8318329,-122.809166,1.14,0.56,md,11,63,0.008455,0.02,nc,nc73339975,2020-02-12T03:48:04.277Z,"8km W of Cobb, CA",earthquake,0.26,0.74,,1,automatic,nc,nc
2020-02-12T03:30:24.530Z,44.2413333,-110.7663333,3.15,1.83,md,10,98,0.0404,0.13,uu,uu60359697,2020-02-12T17:33:40.470Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.41,0.71,0.236,4,reviewed,uu,uu
2020-02-12T03:29:06.120Z,44.2475,-110.7846667,1.98,1.02,md,6,109,0.02748,0.17,uu,uu60019914,2020-02-13T16:07:22.990Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,1.39,0.58,0.342,3,reviewed,uu,uu
2020-02-12T03:28:16.010Z,44.2386667,-110.7626667,3.31,2.13,ml,14,99,0.04414,0.13,uu,uu60359692,2020-02-13T16:01:12.070Z,"25km SSE of Old Faithful Geyser, Wyoming",earthquake,0.52,0.75,0.269,4,reviewed,uu,uu
2020-02-12T03:27:04.550Z,44.2485,-110.7835,3.02,1,md,6,109,0.02709,0.12,uu,uu60019924,2020-02-13T16:49:34.280Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.41,0.73,0.289,3,reviewed,uu,uu
2020-02-12T03:26:22.110Z,44.2456667,-110.7636667,1.67,1.35,md,12,98,0.03876,0.13,uu,uu60359687,2020-02-13T16:37:41.140Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.74,0.41,0.369,7,reviewed,uu,uu
2020-02-12T03:26:03.600Z,44.2505,-110.771,3.7,0.73,md,9,97,0.03161,0.13,uu,uu60019919,2020-02-13T16:44:23.810Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.36,0.4,0.524,5,reviewed,uu,uu
2020-02-12T03:25:32.590Z,19.2024994,-155.4516602,35.75,2.4,md,51,118,0.04787,0.11,hv,hv71379642,2020-02-12T03:28:43.740Z,"2km E of Pahala, Hawaii",earthquake,0.48,0.65,0.2,28,automatic,hv,hv
2020-02-12T03:23:39.745Z,59.2261,-153.6824,103.3,1.8,ml,,,,0.3,ak,ak0201z61990,2020-02-25T03:52:25.665Z,"91km SE of Old Iliamna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-12T03:18:24.310Z,44.233,-110.7665,4.84,2.19,ml,16,85,0.04679,0.27,uu,uu60359682,2020-02-12T14:39:09.320Z,"25km S of Old Faithful Geyser, Wyoming",earthquake,0.49,1.05,0.382,5,reviewed,uu,uu
2020-02-12T03:18:01.650Z,44.2495,-110.7751667,3.71,1.27,md,8,98,0.0301,0.09,uu,uu60019839,2020-02-12T14:44:19.890Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.31,0.43,0.363,3,reviewed,uu,uu
2020-02-12T03:12:52.770Z,44.2533333,-110.7753333,2.44,1.06,md,4,149,0.02741,0.18,uu,uu60019844,2020-02-12T15:10:03.880Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,2.04,2.49,0.092,3,reviewed,uu,uu
2020-02-12T03:12:34.080Z,44.2353333,-110.767,4.47,2,ml,16,84,0.0447,0.27,uu,uu60359677,2020-02-12T15:02:51.310Z,"25km S of Old Faithful Geyser, Wyoming",earthquake,0.5,0.86,0.078,2,reviewed,uu,uu
2020-02-12T03:10:47.170Z,44.2455,-110.767,1.81,1.11,md,11,97,0.0371,0.18,uu,uu60019899,2020-02-12T18:48:52.050Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.53,0.26,0.607,3,reviewed,uu,uu
2020-02-12T03:09:18.560Z,44.2418333,-110.7693333,2.06,1.25,md,10,99,0.03859,0.15,uu,uu60359672,2020-02-12T18:31:22.270Z,"24km S of Old Faithful Geyser, Wyoming",earthquake,0.44,1.81,0.435,5,reviewed,uu,uu
2020-02-12T03:07:51.380Z,44.2385,-110.7643333,3.52,1.79,ml,15,99,0.04346,0.13,uu,uu60359667,2020-02-12T17:49:11.480Z,"25km SSE of Old Faithful Geyser, Wyoming",earthquake,0.46,0.64,0.336,3,reviewed,uu,uu
2020-02-12T03:03:11.759Z,35.2655,-97.89616667,7,0.86,ml,12,89,0.1016800469,0.18,ok,ok2020cyze,2020-02-12T17:41:56.315Z,"6km SE of Minco, Oklahoma",earthquake,,1.1,0.48,3,reviewed,ok,ok
2020-02-12T03:02:28.912Z,51.4629,178.54,18.9,2.4,ml,,,,0.37,ak,ak0201z5wpsf,2020-02-25T03:52:24.058Z,"54km S of Little Sitkin Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-12T02:58:46.295Z,62.8999,-149.5946,70.7,1.3,ml,,,,0.68,ak,ak0201z5nblb,2020-02-25T03:52:16.406Z,"63km SSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-12T02:52:14.085Z,51.8443,-177.7868,10,1.8,ml,,,,0.49,ak,ak0201z5lysc,2020-02-25T03:52:22.210Z,"24km E of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-12T02:48:34.050Z,17.9696,-67.0445,10,2.77,ml,10,213,0.0748,0.08,pr,pr2020043001,2020-02-23T02:40:32.040Z,"1km ESE of La Parguera, Puerto Rico",earthquake,0.6,0.77,0,0,reviewed,pr,pr
2020-02-12T02:38:30.360Z,35.5833333,-117.4025,6.11,1.2,ml,17,152,0.04876,0.18,ci,ci39299032,2020-02-12T13:44:37.731Z,"20km S of Trona, CA",earthquake,0.48,0.59,0.171,17,reviewed,ci,ci
2020-02-12T02:33:09.300Z,38.8096657,-122.8216629,2.06,0.78,md,16,61,0.005925,0.06,nc,nc73339970,2020-02-12T03:00:04.994Z,"7km WNW of The Geysers, CA",earthquake,0.28,0.73,0.14,2,automatic,nc,nc
2020-02-12T02:13:49.250Z,38.7515,-122.713,1.89,1.24,md,27,100,0.01082,0.04,nc,nc73339960,2020-02-15T01:05:03.953Z,"3km SW of Anderson Springs, CA",earthquake,0.22,0.24,0.109,3,reviewed,nc,nc
2020-02-12T02:09:35.080Z,35.8933333,-117.7008333,8.07,0.7,ml,11,70,0.06813,0.07,ci,ci39299024,2020-02-12T13:44:54.472Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.63,0.098,6,reviewed,ci,ci
2020-02-12T02:07:33.130Z,38.8424988,-122.8746643,2.1,0.35,md,10,194,0.00534,0.02,nc,nc73339955,2020-02-12T02:24:02.517Z,"13km NW of The Geysers, CA",earthquake,0.64,0.63,0.25,2,automatic,nc,nc
2020-02-12T02:04:00.460Z,19.2183342,-155.4241638,33.08,1.86,md,41,134,0.0316,0.13,hv,hv71379582,2020-02-12T02:07:08.290Z,"6km ENE of Pahala, Hawaii",earthquake,0.58,0.8,0.13,9,automatic,hv,hv
2020-02-12T02:03:56.540Z,52.066,-176.1106667,0.03,0.07,ml,4,164,0.02497,0.05,av,av70869919,2020-02-13T20:34:50.420Z,"42km ENE of Adak, Alaska",earthquake,0.56,0.34,0.169,4,reviewed,av,av
2020-02-12T02:02:48.350Z,35.7043333,-117.5126667,6.81,0.81,ml,14,101,0.1246,0.13,ci,ci39299016,2020-02-12T02:06:34.513Z,"12km SW of Searles Valley, CA",earthquake,0.39,1.01,0.084,8,automatic,ci,ci
2020-02-12T02:02:38.866Z,63.5186,-148.04,4.4,0.7,ml,,,,0.72,ak,ak0201z5bawh,2020-02-25T03:52:15.694Z,"47km ENE of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-02-12T01:59:34.460Z,33.3263333,-116.1948333,9.77,0.91,ml,25,124,0.1026,0.22,ci,ci39299008,2020-02-12T13:45:26.114Z,"18km SSW of Oasis, CA",earthquake,0.44,0.91,0.139,18,reviewed,ci,ci
2020-02-12T01:54:19.350Z,38.7999992,-122.8168335,3.11,0.73,md,14,80,0.01309,0.02,nc,nc73339950,2020-02-12T02:02:03.194Z,"6km WNW of The Geysers, CA",earthquake,0.4,0.9,0.16,2,automatic,nc,nc
2020-02-12T01:54:14.380Z,38.8003349,-122.8181686,3.26,0.49,md,11,81,0.01211,0.02,nc,nc73339945,2020-02-12T02:00:06.634Z,"6km WNW of The Geysers, CA",earthquake,0.44,0.99,0.55,2,automatic,nc,nc
2020-02-12T01:50:01.420Z,66.3435,-157.3089,3.1,1.1,ml,,,,0.5,ak,ak0201z502pp,2020-02-25T03:52:14.939Z,"65km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-12T01:39:39.820Z,38.821167,-122.80867,3.31,0.55,md,8,73,0.00248,0.02,nc,nc73339940,2020-02-12T01:45:04.535Z,"7km NW of The Geysers, CA",earthquake,0.49,1.75,,1,automatic,nc,nc
2020-02-12T01:38:38.608Z,57.2095,-156.5979,12.3,1.7,ml,,,,0.48,ak,ak0201z4xl6v,2020-02-25T03:52:19.639Z,"161km WSW of Larsen Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-12T01:34:23.890Z,52.057,-176.132,4.12,0.61,ml,6,89,0.0094,0.07,av,av70869914,2020-02-13T20:24:44.870Z,"41km ENE of Adak, Alaska",earthquake,0.34,0.54,0.228,6,reviewed,av,av
2020-02-12T01:34:00.830Z,38.8128319,-122.8296661,1.95,0.78,md,14,79,0.003976,0.02,nc,nc73339935,2020-02-12T02:02:03.645Z,"8km WNW of The Geysers, CA",earthquake,0.27,0.58,0.14,2,automatic,nc,nc
2020-02-12T01:28:14.185Z,-20.5884,172.5835,10,4.9,mb,,110,4.344,0.88,us,us70007nju,2020-02-23T01:53:30.040Z,"208km NNE of Ile Hunter, New Caledonia",earthquake,10.5,1.8,0.123,21,reviewed,us,us
2020-02-12T01:19:45.010Z,18.8945,-155.1805,10.59,2.37,ml,40,258,0.3719,0.13,hv,hv71379532,2020-02-27T04:28:48.040Z,"44km SE of Pahala, Hawaii",earthquake,0.73,0.46,0.092,16,reviewed,hv,hv
2020-02-12T01:18:13.790Z,36.7173333,-119.358,22.39,2.16,md,12,167,0.1676,0.14,nc,nc73339925,2020-02-12T06:03:06.087Z,"10km WSW of Squaw Valley, CA",earthquake,0.94,1.51,0.1,20,reviewed,nc,nc
2020-02-12T01:17:58.870Z,35.7336667,-117.5376667,6.43,1.11,ml,17,158,0.09526,0.18,ci,ci39298976,2020-02-12T01:21:43.703Z,"13km WSW of Searles Valley, CA",earthquake,0.48,1.31,0.154,14,automatic,ci,ci
2020-02-12T01:12:29.844Z,57.2774,-156.6617,0.5,1.6,ml,,,,0.67,ak,ak0201z4rzqg,2020-02-25T03:53:10.471Z,"157km S of King Salmon, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-12T01:07:49.830Z,37.6663333,-118.8688333,3.34,0.36,md,13,164,0.0312,0.04,nc,nc73339920,2020-02-14T22:56:03.433Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.53,0.77,0.117,11,reviewed,nc,nc
2020-02-12T01:06:29.900Z,33.1885,-116.3275,11.4,2.96,ml,105,19,0.06178,0.19,ci,ci39298968,2020-02-27T04:27:14.040Z,"9km SSE of Borrego Springs, CA",earthquake,0.11,0.26,0.139,124,reviewed,ci,ci
2020-02-12T00:59:32.460Z,60.5205,-150.8301,49,1.2,ml,,,,0.45,ak,ak0201z4gmzi,2020-02-25T03:53:09.658Z,"4km WSW of Sterling, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-02-12T00:56:51.460Z,38.8091667,-122.7738333,1.45,0.2,md,15,59,0.006734,0.03,nc,nc73339910,2020-02-14T22:44:03.362Z,"4km NNW of The Geysers, CA",earthquake,0.22,0.41,,1,reviewed,nc,nc
2020-02-12T00:53:02.070Z,38.8180008,-122.8248367,2.19,0.56,md,14,69,0.00946,0.02,nc,nc73339905,2020-02-12T01:07:03.314Z,"8km NW of The Geysers, CA",earthquake,0.27,0.72,0.38,2,automatic,nc,nc
2020-02-12T00:50:38.200Z,33.1431667,-115.6223333,4.95,1.28,ml,25,61,0.03467,0.18,ci,ci39298952,2020-02-12T16:05:57.241Z,"10km W of Calipatria, CA",earthquake,0.2,0.34,0.194,16,reviewed,ci,ci
2020-02-12T00:50:11.760Z,37.595,-119.0108333,1.75,0.48,md,9,214,0.0196,0.04,nc,nc73340200,2020-02-12T19:54:03.186Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.37,0.4,0.255,8,reviewed,nc,nc
2020-02-12T00:50:09.013Z,36.415,68.6302,10,4.3,mb,,74,1.9,0.8,us,us70007nje,2020-02-24T02:06:23.040Z,"32km NNW of Baghlan, Afghanistan",earthquake,7.3,1.9,0.102,27,reviewed,us,us
2020-02-12T00:49:29.670Z,19.1548328,-155.4456635,36.17,1.89,md,41,206,0.01556,0.11,hv,hv71379507,2020-02-12T00:52:51.060Z,"6km SSE of Pahala, Hawaii",earthquake,0.72,0.88,0.23,5,automatic,hv,hv
2020-02-12T00:45:46.438Z,14.0514,120.2228,81.71,4.4,mb,,72,0.694,0.77,us,us70007t15,2020-02-21T01:39:50.040Z,"23km NNE of Lubang, Philippines",earthquake,9.7,3.6,0.139,15,reviewed,us,us
2020-02-12T00:43:19.129Z,52.5772,171.8286,10,4.9,mb,,104,1.391,0.77,us,us70007njd,2020-02-21T01:29:26.040Z,"96km WSW of Attu Station, Alaska",earthquake,8.6,1.9,0.026,469,reviewed,us,us
2020-02-12T00:42:16.680Z,32.966,-115.5296667,10.8,1.54,ml,12,95,0.06945,0.21,ci,ci39298944,2020-02-14T17:50:01.847Z,"1km S of Brawley, CA",earthquake,0.44,0.82,0.09,7,reviewed,ci,ci
2020-02-12T00:26:35.060Z,58.1905,-155.2803333,1.12,-0.38,ml,4,227,0.03197,0.03,av,av70869909,2020-02-13T20:17:11.100Z,"97km SE of King Salmon, Alaska",earthquake,0.56,1.15,0.486,4,reviewed,av,av
2020-02-12T00:25:15.940Z,33.6031667,-116.8023333,5.79,0.45,ml,12,84,0.03328,0.12,ci,ci39298920,2020-02-12T00:28:52.861Z,"13km WNW of Anza, CA",earthquake,0.37,1.33,0.224,9,automatic,ci,ci
2020-02-12T00:25:02.900Z,17.9451,-66.8335,17,2.53,md,12,209,0.0547,0.22,pr,pr2020043000,2020-02-12T01:31:39.739Z,"5km SSW of Indios, Puerto Rico",earthquake,1.25,0.69,0.37,9,reviewed,pr,pr
2020-02-12T00:24:23.440Z,35.5698333,-117.3951667,7.93,0.84,ml,18,81,0.05128,0.17,ci,ci39298928,2020-02-14T17:36:09.892Z,"22km S of Trona, CA",earthquake,0.34,0.67,0.161,6,reviewed,ci,ci
2020-02-12T00:23:46.100Z,35.5688333,-117.3975,8,0.63,ml,13,129,0.05138,0.16,ci,ci37434405,2020-02-14T17:46:07.946Z,"22km S of Trona, CA",earthquake,0.35,0.62,0.07,5,reviewed,ci,ci
2020-02-12T00:21:40.030Z,33.504,-116.4978333,12.71,1.07,ml,34,59,0.06012,0.22,ci,ci39298912,2020-02-12T01:51:03.200Z,"17km ESE of Anza, CA",earthquake,0.29,0.51,0.13,28,reviewed,ci,ci
2020-02-12T00:21:37.260Z,37.601,-119.0158333,1.19,0.25,md,5,312,0.01254,0.03,nc,nc73340190,2020-02-12T19:33:05.060Z,"5km SW of Mammoth Lakes, CA",earthquake,1.38,0.52,0.096,5,reviewed,nc,nc
2020-02-12T00:15:55.590Z,33.4611667,-116.578,10.7,0.76,ml,24,63,0.03909,0.19,ci,ci39298904,2020-02-12T01:50:26.689Z,"14km SE of Anza, CA",earthquake,0.35,0.51,0.211,16,reviewed,ci,ci
2020-02-12T00:14:53.140Z,33.5036667,-116.4836667,12.37,0.84,ml,24,63,0.06668,0.17,ci,ci39298896,2020-02-12T01:51:10.170Z,"18km ESE of Anza, CA",earthquake,0.25,0.55,0.204,19,reviewed,ci,ci
2020-02-12T00:08:07.680Z,37.6555,-118.8713333,3.12,1.34,md,20,90,0.02308,0.07,nc,nc73339900,2020-02-12T19:23:02.995Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.31,0.37,0.227,17,reviewed,nc,nc
2020-02-11T23:59:09.950Z,36.0741667,-117.8568333,1.45,0.95,ml,12,159,0.04335,0.18,ci,ci39298872,2020-02-12T00:02:41.554Z,"9km ENE of Coso Junction, CA",earthquake,0.47,0.34,0.223,12,automatic,ci,ci
2020-02-11T23:52:26.070Z,35.6155,-117.455,7.81,0.12,ml,8,114,0.02953,0.13,ci,ci39298856,2020-02-14T17:31:10.208Z,"18km SSW of Searles Valley, CA",earthquake,0.47,0.63,0.006,1,reviewed,ci,ci
2020-02-11T23:51:32.914Z,64.8518,-147.3236,16.2,1.5,ml,,,,0.4,ak,ak0201xukjn1,2020-03-03T02:46:07.040Z,"11km ENE of Badger, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-02-11T23:47:54.570Z,35.9958333,-117.8001667,2.29,0.08,ml,8,71,0.01506,0.28,ci,ci39298848,2020-02-14T17:28:23.061Z,"12km NE of Little Lake, CA",earthquake,0.64,0.42,0.174,3,reviewed,ci,ci
2020-02-11T23:39:44.320Z,45.8485,-112.2,10.59,-0.68,md,3,190,0.177,0.01,mb,mb80381534,2020-02-12T16:47:18.550Z,"8km WSW of Whitehall, Montana",earthquake,5.73,2.12,,1,reviewed,mb,mb
2020-02-11T23:38:25.570Z,37.65,-118.905,1.51,0,md,6,138,0.004902,0.01,nc,nc73339890,2020-02-12T02:49:02.929Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.95,1.38,0.248,5,reviewed,nc,nc
2020-02-11T23:36:57.300Z,37.654,-118.909,2.52,0.68,md,15,132,0.002714,0.03,nc,nc73339885,2020-02-14T22:34:03.293Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.34,0.42,0.375,14,reviewed,nc,nc
2020-02-11T23:35:16.490Z,38.8226667,-122.8273333,2.62,0.29,md,5,165,0.006029,0.01,nc,nc73339880,2020-02-13T02:07:03.526Z,"8km NW of The Geysers, CA",earthquake,0.84,1.04,,1,reviewed,nc,nc
2020-02-11T23:34:24.539Z,64.8503,-147.2695,13.9,0.6,ml,,,,0.69,ak,ak0201xugvwo,2020-03-03T02:46:06.267Z,"11km NNE of North Pole, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-11T23:32:48.360Z,33.1463333,-115.6238333,4.01,1.31,ml,16,82,0.0318,0.13,ci,ci39298808,2020-02-12T00:01:04.973Z,"10km WNW of Calipatria, CA",earthquake,0.22,0.21,0.203,10,reviewed,ci,ci
2020-02-11T23:27:24.854Z,64.8708,-147.2211,8.6,1,ml,,,,0.44,ak,ak0201xufdxv,2020-03-03T02:46:05.366Z,"14km NNE of North Pole, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-11T23:26:17.650Z,36.7176667,-121.3618333,3.25,2.14,md,37,85,0.08274,0.1,nc,nc73339875,2020-02-15T00:27:07.200Z,"9km SSW of Tres Pinos, CA",earthquake,0.23,1.28,0.251,24,reviewed,nc,nc
2020-02-11T23:22:48.211Z,51.8814,-174.4393,25.8,1.8,ml,,,,0.38,ak,ak0201xued4l,2020-03-03T02:46:11.676Z,"38km SSW of Atka, Alaska",earthquake,,6.1,,,reviewed,ak,ak
2020-02-11T23:22:32.510Z,20.1038333,-155.4131667,12.67,1.92,md,41,223,0.2769,0.14,hv,hv71379422,2020-02-12T03:21:07.490Z,"6km ENE of Honoka'a, Hawaii",earthquake,0.91,1.29,0.074,20,reviewed,hv,hv
2020-02-11T23:20:36.203Z,61.256,-146.8669,12.7,1.2,ml,,,,0.45,ak,ak0201xudwro,2020-03-03T02:46:10.904Z,"31km WNW of Valdez, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-11T23:19:43.010Z,36.7178333,-121.3625,2.34,1.22,md,21,103,0.0822,0.09,nc,nc73339865,2020-02-12T01:44:03.530Z,"9km SSW of Tres Pinos, CA",earthquake,0.35,1.71,0.425,15,reviewed,nc,nc
2020-02-11T23:12:57.127Z,51.862,-175.1367,47.3,1.6,ml,,,,0.24,ak,ak0201xuc8nk,2020-03-03T02:46:10.199Z,"74km WSW of Atka, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-02-11T23:03:42.660Z,40.1535,-123.8305,23.81,2.06,md,21,68,0.05709,0.15,nc,nc73339850,2020-02-12T03:09:04.045Z,"4km N of Redway, CA",earthquake,0.49,0.36,0.158,16,reviewed,nc,nc
2020-02-11T23:02:07.340Z,35.713,-117.5706667,8.75,0.41,ml,10,146,0.1048,0.11,ci,ci39298784,2020-02-14T17:23:35.384Z,"14km NE of Ridgecrest, CA",earthquake,0.32,1.05,0.164,4,reviewed,ci,ci
2020-02-11T23:01:32.522Z,69.1672,-144.7809,13.8,2,ml,,,,0.34,ak,ak0201xu9tvo,2020-03-03T02:46:09.355Z,"116km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-11T23:00:34.151Z,59.4453,-152.8891,76.1,1.4,ml,,,,0.31,ak,ak0201xu9maf,2020-03-03T02:46:08.648Z,"70km WSW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-11T22:54:32.270Z,17.9495,-66.948,11,2.85,ml,8,217,0.0734,0.15,pr,pr2020042021,2020-02-12T00:42:59.701Z,"4km WSW of Guanica, Puerto Rico",earthquake,0.93,0.48,0,0,reviewed,pr,pr
2020-02-11T22:47:02.178Z,62.289,-151.3921,87.4,1.5,ml,,,,0.28,ak,ak0201xty6to,2020-03-03T02:46:04.509Z,"66km W of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-11T22:40:14.034Z,39.6874,-120.0896,8.4,0.4,ml,3,181.95,0.127,0.0526,nn,nn00716948,2020-02-12T02:07:49.821Z,"9km W of Cold Springs, Nevada",earthquake,,13.3,0.15,2,reviewed,nn,nn
2020-02-11T22:35:10.046Z,58.611,-137.6387,7.6,1.8,ml,,,,0.58,ak,ak0201xtvmvw,2020-03-03T02:46:07.907Z,"113km WNW of Gustavus, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-11T22:29:59.325Z,-20.944,-70.7406,10,4,mwr,,164,0.872,0.92,us,us70007ngw,2020-02-21T01:09:41.960Z,"101km SW of Iquique, Chile",earthquake,3.7,1.6,0.048,41,reviewed,us,us
2020-02-11T22:22:38.841Z,60.4716,-142.9372,8.7,1.2,ml,,,,0.34,ak,ak0201xtswsx,2020-03-03T02:46:03.620Z,"53km NNW of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-02-11T22:20:49.130Z,33.6188333,-116.8006667,13.74,0.74,ml,19,64,0.0395,0.23,ci,ci39298736,2020-02-11T22:24:17.870Z,"14km WNW of Anza, CA",earthquake,0.53,1.34,0.358,12,automatic,ci,ci
2020-02-11T22:15:04.183Z,-15.1444,-75.741,20.71,4.2,mb,,107,3.315,1.37,us,us70007sg3,2020-02-21T01:04:01.040Z,"68km W of Minas de Marcona, Peru",earthquake,10,6.5,0.2,7,reviewed,us,us
2020-02-11T22:12:56.110Z,33.5976667,-116.8073333,4.84,0.64,ml,20,47,0.0363,0.1,ci,ci39298720,2020-02-11T22:42:46.128Z,"13km WNW of Anza, CA",earthquake,0.19,0.77,0.068,5,reviewed,ci,ci
2020-02-11T22:11:03.650Z,35.0455,-117.6701667,0.29,1.71,ml,24,59,0.1129,0.22,ci,ci39298712,2020-02-11T22:15:06.041Z,"6km NNW of Boron, CA",quarry blast,0.46,31.61,0.131,28,automatic,ci,ci
2020-02-11T22:10:20.920Z,58.3741667,-154.7328333,4.6,-0.36,ml,6,205,0.03714,0.11,av,av70869874,2020-02-13T02:26:52.770Z,"103km NNW of Larsen Bay, Alaska",earthquake,0.99,0.43,0.157,6,reviewed,av,av
2020-02-11T22:09:08.560Z,17.9485,-66.9518,11,3.38,md,12,214,0.0773,0.18,pr,pr2020042020,2020-02-21T00:01:48.040Z,"4km SSW of Guanica, Puerto Rico",earthquake,0.94,0.47,0.29,7,reviewed,pr,pr
2020-02-11T22:07:55.956Z,62.9159,-148.3206,62.8,1.9,ml,,,,0.68,ak,ak0201xtpqe6,2020-03-03T02:45:07.051Z,"61km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-11T22:07:49.340Z,36.52866667,-98.98833333,8.01,1.49,ml,20,121,0.04769064147,0.12,ok,ok2020cypl,2020-02-12T17:51:03.979Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.5,,8,reviewed,ok,ok
2020-02-11T22:06:53.370Z,37.5906667,-119.0123333,1.53,1.02,md,18,122,0.02303,0.06,nc,nc73339825,2020-02-12T19:06:02.891Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.21,0.42,0.428,17,reviewed,nc,nc
2020-02-11T22:04:44.920Z,19.2121658,-155.4341736,37.37,2.3,md,35,187,0.04285,0.11,hv,hv71379337,2020-02-11T22:08:02.070Z,"4km E of Pahala, Hawaii",earthquake,0.84,0.97,0.31,7,automatic,hv,hv
2020-02-11T22:02:14.650Z,58.4503333,-154.4805,3.98,-0.2,ml,4,283,0.05595,0.2,av,av70869869,2020-02-13T02:25:21.490Z,"105km NNW of Larsen Bay, Alaska",earthquake,2.52,3.58,0.163,4,reviewed,av,av
2020-02-11T21:42:43.745Z,-20.9665,-70.7999,10,4.6,mwr,,112,0.914,1.2,us,us70007nev,2020-02-20T23:50:35.422Z,"107km SW of Iquique, Chile",earthquake,4.4,1.8,0.045,47,reviewed,us,us
2020-02-11T21:39:38.803Z,-54.5793,158.7832,10,4.7,mb,,176,9.81,0.61,us,us70007sg1,2020-02-20T23:42:39.040Z,"15km SW of Macquarie Island, Australia",earthquake,15.8,1.9,0.183,10,reviewed,us,us
2020-02-11T21:39:00.891Z,65.0188,-149.7899,2.8,1.2,ml,,,,0.28,ak,ak0201xtb1f1,2020-03-03T02:45:06.242Z,"39km E of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-11T21:38:51.620Z,35.6223333,-117.47,8.72,0.55,ml,7,156,0.03632,0.14,ci,ci39298696,2020-02-11T22:35:24.660Z,"17km SSW of Searles Valley, CA",earthquake,0.76,0.53,0.041,4,reviewed,ci,ci
2020-02-11T21:38:49.500Z,35.914,-117.7351667,3.62,-0.22,ml,7,112,0.07572,0.04,ci,ci37434333,2020-02-11T22:38:47.192Z,"16km E of Little Lake, CA",earthquake,0.22,1.26,0.095,2,reviewed,ci,ci
2020-02-11T21:36:04.558Z,-0.1164,130.613,10,4.1,mb,,117,0.992,0.72,us,us70007sg2,2020-02-20T04:42:22.040Z,"110km NW of Sorong, Indonesia",earthquake,7.1,1.7,0.152,12,reviewed,us,us
